id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
189777;35171487;1502480000000;NOVO ESPACO COLEGIO;SAO PAULO;SP;Particular;RUA CONDE MOREIRA LIMA;645;JD JABAQUARA;;4384030
189790;35293994;3680210000000;ESCOLA DE EDUCACAO INFANTIL PARQUE DA ALEGRIA;SAO PAULO;SP;Particular;BAQUIRIVU;137;CIDADE ADEMAR;;4404030
189838;35133498;68155500000000;24 DE MARCO COLEGIO UNID I;SAO PAULO;SP;Particular;DAVID EID;144;VL CASTELO;;4438000
189878;35176597;523441000000;ADVENTUS COLEGIO;SAO PAULO;SP;Particular;DOS CALANGOS;141;PARQUE DOROTEIA;;4474270
189896;35447353;9336570000000;PERFIL ESCOLA DE EDUCACAO INFANTIL;SAO PAULO;SP;Particular;TUIM;1017;VILA UBERABINHA;;4514103
189904;35106148;60806600000000;NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;SAO PAULO;SP;Particular;JAUAPERI;416;INDIANOPOLIS;;4523011
189964;35198961;2290820000000;SIMAO FRUGIS COLEGIO;SAO PAULO;SP;Particular;FLORIDA;903;CIDADE MONCOES;;4565000
190000;35197348;56092000121;URSINHO PIMPAO ESCOLA;SAO PAULO;SP;Particular;AVENIDA LINO DE ALMEIDA PIRES;629;VILA GUARANI;;4617180
190167;35179887;3936490000000;ALLAN KARDEC EDUCANDARIO;SAO PAULO;SP;Particular;DOUTOR LUIS ARROBAS MARTINS;217;VILA FRIBURGO;;4781000
190209;35143959;;CERTUS COLEGIO;SAO PAULO;SP;Particular;PRESIDENTE JOAO GOULART;951;JARDIM COLONIAL;;4821010
190214;35126020;66862300000000;SEDES SAPIENTIA COLEGIO;SAO PAULO;SP;Particular;BORBA;151;RIO BONITO;;4823070
190259;35807825;4307750000000;SHANGRI LA COLEGIO;SAO PAULO;SP;Particular;DONA BELMIRA MARIN;5196;PARQUE BRASIL;;4846000
190381;35813606;3091430000000;O SER EM EVOLUCAO ESCOLA DE EDUCACAO INFANTIL;SAO PAULO;SP;Particular;IVIRAPEMA;3;JARDIM RANIERI;;4941010
190382;35117894;3555250000000;ENCANTO JUVENIL COLEGIO;SAO PAULO;SP;Particular;AGAMENON PEREIRA DA SILVA;347;JARDIM NAKAMURA;;4942020
190434;35102842;43574100000000;GATO XADREZ ESCOLA;SAO PAULO;SP;Particular;CAIUBI;75;PERDIZES;;5010000
190560;35807096;1537610000000;INFANTUS - ESCOLA DE EDUCACAO INFANTIL;SAO PAULO;SP;Particular;PASSO DA PATRIA;787;CITY LAPA;;5085000
190627;35100043;49308000000000;ESTRELA SIRIUS COLEGIO;SAO PAULO;SP;Particular;TATSUO OKACHI;209;CH INGLESA;;5142000
190668;35154337;1378920000000;BRIDA COLEGIO;SAO PAULO;SP;Particular;Padre Eduardo Lustosa;22;Jaragua;;5181650
190682;35192922;69131200000000;CRISTAL COLEGIO;SAO PAULO;SP;Particular;JOAO BATISTA FANTON;272;VILA FANTON;;5203180
190703;35192223;5523410000000;REFLEXAO COLEGIO;SAO PAULO;SP;Particular;CONSTANTINO PALUMBO;304;JARDIM JARAGUA;;5265130
190777;35144307;52192000000000;RICARDO RODRIGUES ALVES COLEGIO;SAO PAULO;SP;Particular;JOSE XAVIER DE ARAUJO;141;JARDIM SAO GILBERTO;;5365150
190924;35178548;1557820000000;SUN PORT - PORTO DO SOL COLEGIO;SAO PAULO;SP;Particular;NOSSA SENHORA DOS NAVEGANTES;57;FERREIRA;;5524050
191033;35170773;1970850000000;ESPACO MORUMBI;SAO PAULO;SP;Particular;PANONIA;170;JARDIM COLOMBO;;5629010
191103;35800211;746077000000;MARIA ANTONIA DE MOURA UNID II COLEGIO;SAO PAULO;SP;Particular;MARIA JOSE DA CONCEICAO;559;V.ANDRADE;;5730170
191199;35172492;3393050000000;SAO FRANCISCO DE ASSIS INSTITUTO DE ENSINO;SAO PAULO;SP;Particular;MARIA COELHO AGUIAR;1600;JARDIM SAO LUIS;;5805000
191221;35364435;60806600000000;SANTA ISABEL COLEGIO FRANCISCANO;SAO PAULO;SP;Particular;NOVA DO TUPAROQUERA;384;JARDIM NOVO SANTO AMARO;;5820200
191243;35266760;2118400000000;ESCOLA DE EDUCACAO INFANTIL SAO GREGORIO;SAO PAULO;SP;Particular;CORONEL LUIS SCHIMIDT;48;VILA DAS BELEZAS;;5841130
191244;35266838;2342510000000;ESCOLA DE EDUCACAO INFANTIL VIDA PEQUENINA;SAO PAULO;SP;Particular;ISAIAS BRANCO DE ARAUJO;325;VILA DAS BELEZAS;;5841150
191283;35142888;56575000000000;SIQUEIRA CEZAR COLEGIO;SAO PAULO;SP;Particular;PAULINO VITAL DE MORAIS;300;PARQUE MARIA HELENA;;5855000
191366;35256869;1628180000000;PAPA MIKE CURSOS SUPLEMENTAR REGULARES;OSASCO;SP;Particular;MINAS BOGASIAN;350;CENTRO;;6013010
191367;4000001050;7873220000000;CENTRO EDUCACIONAL ADRIDANI LTDA;OSASCO;SP;Particular;MINAS BOGASIAN;308;VILA REGINA;;6013010
191420;35166832;1750030000000;FILADELFIA INSTITUTO EDUCACAO CULTURAL;OSASCO;SP;Particular;NOVO OSASCO;700;JARDIM NOVO OSASCO;;6056000
191432;35143078;51433900000000;FAMILIA STELLA COLEGIO;OSASCO;SP;Particular;JOAQUIM GONCALVES LEDO;139;VILA OSASCO;;6080210
191468;35300214;7738060000000;SANTOS DUMONT COLEGIO;OSASCO;SP;Particular;JOAO MIRASSOL;397;JARDIM PEDRO PINHO;;6122170
191469;35176345;96493300000000;LUMIAR ESCOLA DE EDUCACAO INFANTIL;OSASCO;SP;Particular;ANTONIO DE CARLO;184;JARDIM CALIFORNIA;;6122180
191470;35144733;51445800000000;PRISMA COLEGIO I;OSASCO;SP;Particular;ALI SAAD;133;JARDIM CAPELARO;;6124100
191474;35176278;51445000000000;AGAPITTO EDUCACAO INFANTIL;OSASCO;SP;Particular;MARIA ANTONIA NIERO;443;SANTO ANTONIO;;6130010
191480;2000001428;;O PEQUENO SABIO;OSASCO;SP;Particular;NOEL ROSA;15;VELOSO;;6144300
191492;35159980;96498900000000;KARELUXE ESCOLA DE EDUCACAO INFANTIL;OSASCO;SP;Particular;GENERAL NEWTON ESTILAC LEAL;1679;CONJUNTO RESIDENCIAL MORRO DO FAROL;;6180000
191499;35805488;65690700000000;NUVENZINHA DO SABER ERI;OSASCO;SP;Particular;PAU BRASIL;456;CIDADE DAS FLORES;;6184010
191502;35436124;7811570000000;UM NOVO CAMINHAR ESCOLA DE EDUCACAO INFANTIL EDUCATIVA;OSASCO;SP;Particular;ALEXANDRE BAPTISTONE;570;VILA QUITAUNA;;6190120
191508;35197324;4735170000000;PINGO DE GENTE ESCOLA DE EDUCACAO E RECREACAO INFANTIL;OSASCO;SP;Particular;JOSE LOPEZ LAZARO;298;PRESIDENTE ALTINO;;6210030
191528;35291663;4585350000000;INOVACAO COLEGIO;OSASCO;SP;Particular;RIO XINGU;370;I.A.P.I.;;6236050
191541;35176382;59051500000000;MICHELINI PROFA INSTITUTO EDUCACIONAL;OSASCO;SP;Particular;JOAO VENTURA DOS SANTOS;1441;VILA ANNUNZIATO;;6260170
191542;35176394;51445500000000;AMAURI MARQUES DE AZEVEDO COLEGIO;OSASCO;SP;Particular;JOAO VENTURA DOS SANTOS;237;JARDIM BARONESA;;6260170
191561;35165153;1602340000000;AGOSTINHO COLEGIO;CARAPICUIBA;SP;Particular;PRESIDENTE VARGAS;109;VILA ANITA CALDAS;;6310100
191562;35140466;50526500000000;GLORIA NOGUEIRA PIQUINI COLEGIO;CARAPICUIBA;SP;Particular;COIMBRA;193;VILA CALDAS;;6310140
191638;35388853;7840660000000;SONHO MAGICO CENTRO DE RECREACAO INFANTIL;BARUERI;SP;Particular;DA ALDEIA;71;JARDIM IRACEMA;;6440000
191688;35179747;65698200000000;RECANTO FELIZ ESCOLA;JANDIRA;SP;Particular;ACHILES;1200;JARDIM NOVO HORIZONTE;;6604240
191762;35386388;5872350000000;IPE COLEGIO;COTIA;SP;Particular;RECIFE;33;JARDIM DOS IPES;;6716130
191765;35139634;2329830000000;NOVA SEDE COLEGIO;COTIA;SP;Particular;MARIA DA GLORIA E SILVA;149;PORTAO;;6717060
191863;35366473;8659920000000;CRIANCA FELIZ ESCOLA;EMBU;SP;Particular;BELEM;156;JARDIM VISTA ALEGRE;;6807340
191870;35808842;2283700000000;PROGRESSO COLEGIO NUCLEO DESENVOLVIMENTO INFAN E FUNDAMENTAL;EMBU;SP;Particular;EQUADOR;25;JARDIM DOS MORAES;;6814230
191930;35137741;60806600000000;SANTA CLARA COLEGIO FRANCISCANO;EMBU-GUACU;SP;Particular;AVENIDA CENTRAL;449;PARQUE LAGOA RICA;;6900000
191988;35286643;5161370000000;KFC COLEGIO;GUARULHOS;SP;Particular;CARLOS FERREIRA ENDRES;898;VILA ENDRES;;7041030
191994;35160672;1366060000000;PORTAL DIMENSAO 3 COLEGIO;GUARULHOS;SP;Particular;CAVADAS;472;ITAPEGICA;;7044000
192003;35805920;49052500000000;STELLA MARIS COLEGIO;GUARULHOS;SP;Particular;DONA MARGARIDA GALVAO;115;GOPOUVA;;7051030
192006;47469;5555000000000;ESC EDUC INF PINCEL MAGICO;GUARULHOS;SP;Particular;SAO PAULO;404;CIDADE BRASIL;;7052160
192008;35160623;58486600000000;ENGENHO COLEGIO;GUARULHOS;SP;Particular;FREIRE DE ANDRADE;646;JARDIM VILA GALVAO;;7054000
192009;35400336;;GARDHON BANDEIRAS COLEGIO;GUARULHOS;SP;Particular;FREIRE DE ANDRADE;151;JARDIM VILA GALVAO;;7054000
192060;35173903;1605580000000;SIMETRIA COLEGIO;GUARULHOS;SP;Particular;ELIAS RACHID;11;JARDIM GRACINDA;;7082250
192066;35197397;5628890000000;ADONAI COLEGIO;GUARULHOS;SP;Particular;PAULO FREIRE;31;PARQUE CONTINENTAL;;7084220
192187;35119581;66656500000000;SERRANO GUARDIA COLEGIO;GUARULHOS;SP;Particular;PRINCIPE MIKASA;136;JARDIM ALMEIDA PRADO;JARDIM BELA V;7140110
192213;35439915;7042670000000;EXITO INSTITUTO DE EDUCACAO;GUARULHOS;SP;Particular;ELIZABETE;532;JARDIM IV CENTENARIO;;7161100
192227;35805865;2619860000000;NOVA GERACAO COLEGIO;GUARULHOS;SP;Particular;ANTONIO TAVA;789;BONSUCESSO;;7175050
192236;50729;;ESC EDUC INF SORRISO DOS ANJOS LTDA ME;GUARULHOS;SP;Particular;PORTEIRAS;32;CIDADE JARDIM CUMBICA;;7180090
192267;35802359;1953940000000;FRIEDRICH FROEBEL CENTRO EDUCACIONAL;GUARULHOS;SP;Particular;JOAO BERNARDO MEDEIROS;206;BOM CLIMA;;7197010
192276;35122403;3994310000000;SANTO ANTONIO INSTITUTO EDUCACIONAL;GUARULHOS;SP;Particular;SENA MADUREIRA;453;JARDIM CUMBICA;;7240020
192305;35167496;2502810000000;O PEQUENO APRENDIZ ESCOLA DE EIEF;GUARULHOS;SP;Particular;BRAGA;228;VILA ANY;;7262321
192306;35442458;4101130000000;CAMINHO DO SABER COLEGIO;GUARULHOS;SP;Particular;DO SACRAMENTO;426;CIDADE TUPINAMBA;;7263000
192327;35176060;63897400000000;ARCO IRIS NOVA GERACAO CENTRO EDUCACIONAL;ARUJA;SP;Particular;RUA PERNAMBUCO;44;JARDIM PLANALTO;;7400000
192347;35108054;51983700000000;MAIRIPORA INSTITUTO ENSINO FUNDAMENTAL E MEDIO;MAIRIPORA;SP;Particular;AVENIDA DOUTOR THOMAZ RODRIGUES DA CRUZ;1113;BARREIRO;;7600000
192351;35169468;985138000000;VIP SERRA COLEGIO;MAIRIPORA;SP;Particular;AVENIDA DOUTOR ARTHUR DE ANDRADE FILHO;1200;SAUSALITO;;7600000
192385;35070361;2091630000000;EMMANUEL INSTITUTO EDUCACIONAL;CAJAMAR;SP;Particular;RUA VEREADOR JOSE MENDES;133;JORDANESIA;;7760000
192390;35166327;2790350000000;SOUZA PAZZINI EDUCACAO INF E ENSINO FUND COLEGIO;CAJAMAR;SP;Particular;RUA CREUSA FERREIRA DE LIMA SOUZA ARAUJO;262;POLVILHO;;7770000
192404;35100079;2832020000000;MANOEL CARDOSO COLEGIO;FRANCISCO MORATO;SP;Particular;PEDRO LESSA;631;JARDIM PROFESSOR FRANCISCO MORATO;;7910040
192406;35119520;49767300000000;SOBEN CENTRO EDUCACIONAL;FRANCISCO MORATO;SP;Particular;OTAVIO MENDES;147;CENTRO;;7910140
192555;35294100;7060850000000;QUERUBIM RECREACAO INFANTIL LTDA ME;SAO PAULO;SP;Particular;BORBOLETA AMARELA;1000;SAO MIGUEL PAULISTA;;8081570
192573;35164732;2656720000000;LUZ COLEGIO EVANGELICO;SAO PAULO;SP;Particular;MONTE CAMBERELA;211;SILVA TELES;;8110260
192645;35808209;1427660000000;ARTS DEI COLEGIO;SAO PAULO;SP;Particular;DOS IPES;1603;SAO MIGUEL PAULISTA;;8161000
192646;35801458;2920770000000;FUTURA COLEGIO;SAO PAULO;SP;Particular;FLOR BOREAL;236;ITAIM PAULISTA;;8161030
192675;35161317;67638300000000;ITAQUERA COLEGIO;SAO PAULO;SP;Particular;JOSE OITICICA FILHO;436;ITAQUERA;;8210510
192741;35142220;50624100000000;AUGUSTO DOMINGUES ALVES MAIA PROF COLEGIO;SAO PAULO;SP;Particular;AGRIMENSOR SUGAYA;58;ITAQUERA;;8260030
192825;35135562;45761700000000;SANTA BARBARA COLEGIO;SAO PAULO;SP;Particular;DEINOS;165;SANTA BARBARA;;8340100
192938;35806304;2601330000000;PRINCIPIO DAS ARTES COLEGIO;SAO PAULO;SP;Particular;M?rcio Beck Machado;109;Cidade Tiradentes;A;8485455
192975;35172704;1676050000000;CID KEMEL NUCLEO EDUCACIONAL NECK;POA;SP;Particular;FLORIANOPOLIS;516;CID KEMEL;;8554110
192989;35120534;1701610000000;PYU PYU NUCLEO DE EDUCACAO INFANTIL;POA;SP;Particular;POANOPOLIS;97;CENTRO;;8562300
193001;35169328;2048400000000;DOM BOSCO COLEGIO;ITAQUAQUECETUBA;SP;Particular;PRESIDENTE TANCREDO NEVES;801;ESTACAO;;8571000
193023;2000001427;;COL MENEZES;ITAQUAQUECETUBA;SP;Particular;AGUDOS;24;JARDIM CAIUBI;;8588560
193028;4000000720;9128380000000;CARINHA ANJO;ITAQUAQUECETUBA;SP;Particular;DALIA;43;JARDIM ODETE;;8598150
193032;35286990;7068630000000;CORREA COLEGIO;SUZANO;SP;Particular;SHIOJIRO MUKAI;891;VILA AMORIM;;8610040
193059;35286461;51261600000000;NIPO BRASILEIRA DE SUZANO CENTRO EDUCACIONAL;SUZANO;SP;Particular;DIBE TANUS;535;CHACARAS REUNIDAS GUAIO;;8666180
193063;35130597;2938560000000;CETES COLEGIO;SUZANO;SP;Particular;ARMANDO SALLES DE OLIVEIRA;386;PARQUE SUZANO;;8673000
193064;35185061;5351910000000;CETES CENTRO EDUCACIONAL TECNICO SUZANENSE;SUZANO;SP;Particular;ARMANDO SALLES DE OLIVEIRA;384;PARQUE SUZANO;;8673000
193070;35120832;5426960000000;NOVOS HORIZONTES NUCLEO EDUCACIONAL;SUZANO;SP;Particular;CUNHA BUENO;267;JARDIM IMPERADOR;;8673240
193081;35455180;1853860000000;PEQUENO PRINCIPE E PEQUENA PRINCESA EEI;SUZANO;SP;Particular;AUGUSTA APARECIDA DE CARVALHO MORAIS;421;JARDIM SANTA HELENA;;8674220
193082;35438510;11072000000000;COLISEU COLEGIO;SUZANO;SP;Particular;PRESIDENTE GETULIO VARGAS;337;JARDIM SANTA HELENA;;8674260
193083;35120789;2876160000000;ALICERCE DO SABER COLEGIO;SUZANO;SP;Particular;MILITAO RAMOS DA SILVA;139;VILA BELA VISTA;;8674330
193091;35155111;5046880000000;SILOGEU COLEGIO;SUZANO;SP;Particular;RODRIGO ANTONIO;75;VILA FIGUEIRA;;8676070
193093;35439997;8173170000000;SOL COLEGIO;SUZANO;SP;Particular;LEILA MARGARIDA TAKEUCHI;91;VILA FIGUEIRA;;8676120
193121;35108364;52577000000000;PLACIDINA DONA INSTITUTO;MOGI DAS CRUZES;SP;Particular;SENADOR DANTAS;284;CENTRO;;8710690
193143;35118072;46001500000000;GUTENBERG COLEGIO;MOGI DAS CRUZES;SP;Particular;ENGENHEIRO EUGENIO MOTTA;233;CENTRO;;8730120
193161;35152249;57547400000000;SEIBO CENTRO EDUCACIONAL;MOGI DAS CRUZES;SP;Particular;FRANCISCO VAZ COELHO;616;VILA LAVINIA;;8735440
193217;35175869;3169650000000;GASPAR VAZ COLEGIO;MOGI DAS CRUZES;SP;Particular;FRANCISCO RODRIGUES FILHO;239;VILA MOGILAR;;8773380
193283;35307555;6982560000000;CENTRAL CASA BRANCA COLEGIO;SANTO ANDRE;SP;Particular;ONZE DE JUNHO;521;CASA BRANCA;;9015520
193406;35448448;12536000000000;ORLY COLEGIO;SANTO ANDRE;SP;Particular;GUAIANAZES;534;VILA HOMERO THON;;9111110
193417;35303938;8046510000000;HORA DE APRENDER ESCOLA INFANTIL;SANTO ANDRE;SP;Particular;QUEIROS;285;VILA HUMAITA;;9121220
193438;35363352;9069060000000;IMIGRANTES COLEGIO DE ENSINO INFANTIL E FUNDAMENTAL;SANTO ANDRE;SP;Particular;DO PEDROSO;42;VILA LUZITA;;9132180
193462;35812031;5325810000000;VIVARE COLEGIO;SANTO ANDRE;SP;Particular;FRANCO DA ROCHA;61;V.VITORIA;;9172690
193484;35303859;7840310000000;CRESCENDO E APRENDENDO ESCOLA DE EDUCACAO INFANTIL;SANTO ANDRE;SP;Particular;JUQUIA;912;VILA ASSUNCAO;;9181720
193562;35449891;8032250000000;MONTE CASTELO ESCOLA DE EDUCACAO INFANTIL;SANTO ANDRE;SP;Particular;MANILA;329;PARQUE ORATORIO;;9250430
193569;35812274;997206000000;PICOLINO MIO CENTRO DE RECREACAO INFANTIL;SANTO ANDRE;SP;Particular;ARAUCARIA;17;PARQUE NOVO ORATORIO;;9251040
193610;35150548;8672950000000;METODO COLEGIO;MAUA;SP;Particular;PRINCESA ISABEL;56;CENTRO;;9310010
193692;35186703;50262700000000;BOA NOVA ESTANCIA DELFIS OBRAS SOCIAIS;RIBEIRAO PIRES;SP;Particular;EUGENIO GALLO;145;JARDIM PANORAMA;;9401170
193781;35137650;45557400000000;SAO CARLOS CENTRO EDUCACIONAL;SAO BERNARDO DO CAMPO;SP;Particular;COMENDADOR PINOTI GAMBA;119;VILA MUSSOLINI;;9620040
193835;35809974;1576150000000;GIRASSOL ESCOLA DE EDUCACAO INFANTIL E ENSINO FUMDAMENTAL;SAO BERNARDO DO CAMPO;SP;Particular;JOSE BONIFACIO;649;CENTRO;;9721161
193852;35108959;6188920000000;ANCHIETA COLEGIO;SAO BERNARDO DO CAMPO;SP;Particular;SENADOR VERGUEIRO;505;JARDIM DO MAR;;9750000
193932;35109061;59139000000000;BRASILIA COLEGIO;SAO BERNARDO DO CAMPO;SP;Particular;GEORGE VI;4416;ASSUNCAO;;9850370
193964;35194785;4793260000000;ALIANCA COLEGIO;DIADEMA;SP;Particular;DA INDEPENDENCIA;61;PARQUE SETE DE SETEMBRO;;9910150
193997;35130916;50944400000000;BRASILIA DE DIADEMA COLEGIO;DIADEMA;SP;Particular;ESTADOS UNIDOS;40;JARDIM DAS NACOES;;9921030
194000;35810228;1663440000000;NACOES INSTITUTO EDUCACIONAL;DIADEMA;SP;Particular;BOGOTA;277;JARDIM NACOES;;9930240
194335;35110474;71122800000000;HENRIQUE OSWALD ESCOLA;SAO VICENTE;SP;Particular;CAPITAO-MOR AGUIAR;223;CENTRO;;11310201
194393;35297434;1555980000000;PRIMO CHARLES COLEGIO;SAO VICENTE;SP;Particular;DOM PEDRO II;993;CIDADE NAUTICA;;11350100
194438;35131295;48703200000000;DON DOMENICO COLEGIO;GUARUJA;SP;Particular;ARTHUR COSTA FILHO;20;VL MAIA;;11410080
194591;35119957;65512100000000;DINAMICO INSTITUTO;CARAGUATATUBA;SP;Particular;ARTHUR COSTA FILHO;555;CENTRO;;11660005
194597;35366791;9065990000000;IMPERATRICE COLEGIO;CARAGUATATUBA;SP;Particular;MARANHAO;20;JARDIM PRIMAVERA;;11660690
194600;35259238;69111200000000;TABLEAU COLEGIO;CARAGUATATUBA;SP;Particular;AVENIDA ARTHUR COSTA FILHO;1447;CENTRO;;11661005
194612;35445344;9065990000000;IMPERATRICE INFANTIL COLEGIO;CARAGUATATUBA;SP;Particular;ALAGOAS;603;INDAIA;;11665160
194619;35194220;6283280000000;INTEGRACAO CENTRO EDUCACIONAL;CARAGUATATUBA;SP;Particular;GERALDO NOGUEIRA DA SILVA;364;PRAIA DAS PALMEIRAS;;11666590
194644;35805348;2671980000000;PARIS ESCOLA;PRAIA GRANDE;SP;Particular;PARIS;700;BOQUEIRAO;;11700080
194663;35167666;2853150000000;PAULO FREIRE COLEGIO;PRAIA GRANDE;SP;Particular;PRESIDENTE KENNEDY;2253;VILA GUILHERMINA;;11702200
194667;35449143;3931430000000;VILA VERDE CENTRO EDUCACIONAL;PRAIA GRANDE;SP;Particular;PRESIDENTE KENNEDY;4000;CAMPO DA AVIACAO;;11703200
194742;35085315;5428660000000;CAMINHO DO SOL ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL;PERUIBE;SP;Particular;AVENIDA PADRE LEONARDO NUNES;1223;CENTRO;;11750000
194747;35169584;1128050000000;DIMENSAO ESCOLA TECNICA;PERUIBE;SP;Particular;AVENIDA BRASIL;486;PERUIBE - STELLA MARIS;;11750000
194813;35111247;96490300000000;SANTO ANTONIO INSTITUTO DE ENSINO;TAUBATE;SP;Particular;GRANADEIRO GUIMARAES;46;CENTRO;;12020130
194836;35463516;;ARCO IRIS NOVA GERACAO CENTRO EDUCACIONAL;TAUBATE;SP;Particular;ARGENTINA;106;JARDIM DAS NACOES;;12030260
194875;35440267;11025800000000;POLO EDUCACIONAL INSTITUTO;TAUBATE;SP;Particular;DOUTOR PEREIRA BARBOSA;220;AREAO;;12060670
194926;35110991;69111200000000;TABLEAU COLEGIO;SAO JOSE DOS CAMPOS;SP;Particular;CLAUDINO PINTO;93;CENTRO;;12210010
194941;35111053;51611200000000;MANOEL PEDRO OLIVEIRA COMED - ESCOLA POLITECNICA DE EM;SAO JOSE DOS CAMPOS;SP;Particular;RAUL RAMOS DE ARAUJO;283;SANTANA;;12211760
194990;35294688;65058100000000;PINGO DE GENTE ESCOLA;SAO JOSE DOS CAMPOS;SP;Particular;DOS ASTRONAUTAS;1705;JARDIM DA GRANJA;;12227010
195014;39244;7994020000000;ESC EDUC INF PINDORAMA;SAO JOSE DOS CAMPOS;SP;Particular;DRACO;53;JARDIM SATELITE;;12230450
195015;35440309;7994020000000;PINDORAMA ESCOLA DE EDUCACAO INFANTIL;SAO JOSE DOS CAMPOS;SP;Particular;DRACO;53;JARDIM SATELITE;;12230450
195037;35290439;6955490000000;INOVANDO O APRENDIZADO INSTITUTO DE DESENVOLVIME EDUC IDEIA;SAO JOSE DOS CAMPOS;SP;Particular;MARIA PALMIRA FERREIRA IVO;15;BOSQUE DOS EUCALIPTOS;;12233640
195156;35106215;5215080000000;CARISMA TOTAL ESCOLA;PARAIBUNA;SP;Particular;RUA VERA CRUZ;230;VILA MODESTO;;12260000
195244;35805804;2980050000000;NOVA VIDA COLEGIO;JACAREI;SP;Particular;UTAH;300;JARDIM FLORIDA;;12321720
195307;35262997;4369240000000;TPINDA CURSOS TECNICOS E ENSINO MEDIO;PINDAMONHANGABA;SP;Particular;DOUTOR FONTES JUNIOR;403;MARIA AUREA;;12420560
195358;35134028;50441200000000;GUTENBERG ESCOLA EDUCACAO INFANTIL ENSINO FUNDAMENTL E MEDIO;GUARATINGUETA;SP;Particular;DOUTOR MARIO DE MORAES ALTENFELDER SILVA;20;RESIDENCIAL CHACARA SELLES;;12505479
195364;35432830;8727800000000;LAPIS DE COR CENTRO DE DESENV INFANTIL E ENSINO FUNDAMENTAL;GUARATINGUETA;SP;Particular;ANTENOR DE VASCONCELOS CARDOSO;152;VILA COMENDADOR RODRIGUES ALVES;;12511080
195398;35441089;11118100000000;LAPIS MAGICO COLEGIO;APARECIDA;SP;Particular;RUA GABRIEL ELACHE;75;JARDIM PARAIBA;;12570000
195470;35197853;4426660000000;DOM PEDRO ESCOLA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;CRUZEIRO;SP;Particular;JOSE NOVAES SOBRINHO;1950;RESIDENCIAL PALMEIRAS;;12721230
195488;35300469;45619200000000;EDUCARE COLEGIO;BRAGANCA PAULISTA;SP;Particular;CORONEL AFONSO FERREIRA;174;VILA MUNICIPAL;;12912030
195490;35159438;45624800000000;SANTA TEREZINHA INSTITUTO EDUCACIONAL;BRAGANCA PAULISTA;SP;Particular;BERNARDO STEFANI;100;VILA MUNICIPAL;;12912230
195549;35135951;51295000000000;CEFI ESCOLA;ATIBAIA;SP;Particular;PROFESSOR LUCAS NOGUEIRA GARCEZ;1928;JARDIM PAULISTA;;12947000
195555;35810859;4745810000000;PRIMEIROS PASSOS ESCOLA EDUC INFANTIL;ATIBAIA;SP;Particular;PRESIDENTE VARGAS;46;JD CEREJEIRAS;;12951000
195575;35189200;1106560000000;COLEGIO NOVA GERACAO;PIRACAIA;SP;Particular;RUA SAO MIGUEL;200;CENTRO;;12970000
195667;35170136;3456840000000;EDUCARTE CENTRO DE EDUCACAO E RECR INFANTIL;CAMPINAS;SP;Particular;RUA SANTIAGO PERES UBINHA;417;JARDIM NERY;;13032240
195712;35134173;51862900000000;REALIDADE ESCOLA DE EDUCACAO BASICA SISTEMA EDUCACIONAL;CAMPINAS;SP;Particular;AVENIDA JOSE ADEMAR ETTER;709;VILA MARIETA;;13043220
195729;35194700;7029380000000;JARDINS COLEGIO;CAMPINAS;SP;Particular;DAS VIOLETAS;95;VILA MIMOSA;;13050063
195738;35172510;54131600000000;CRESCER COLEGIO;CAMPINAS;SP;Particular;ITATIBA;1427;JARDIM NOVO CAMPOS ELISEOS II;;13050545
195747;2000001423;;TURMA DO CASTELO;CAMPINAS;SP;Particular;ITAMARATI;785;VILA AEROPORTO;;13054150
195790;35291584;4970020000000;EDUCANDARIO LOTUS;CAMPINAS;SP;Particular;ERASMO BRAGA;450;JARDIM CHAPADAO;;13070147
195818;35800512;51914700000000;BARAOZINHO ESCOLA EDUCACAO INFANTIL;CAMPINAS;SP;Particular;PROFESSOR ATILIO MARTINI;532;CIDADE UNIVERSITARIA;;13083830
195828;35165062;2749230000000;APICE COLEGIO;CAMPINAS;SP;Particular;MARIA NASSIF MOKARZEL;113;JARDIM SANTA GENEBRA II;;13084757
195891;35196368;58392700000000;ELEFANTINHO AZUL ESCOLA INFANTIL;CAMPINAS;SP;Particular;ANTONIO CARLOS SALES JUNIOR;433;JARDIM PROENCA;;13100410
195943;35419941;;ALGODAO DOCE ESCOLA DE EDUCACAO INFANTIL;SUMARE;SP;Particular;JOAQUIM FERREIRA GOMES;383;JARDIM MARCHISSOLO;;13171120
196003;35809457;1434790000000;SANTA FELICIDADE COLEGIO;JUNDIAI;SP;Particular;PRUDENTE DE MORAES;1811;CENTRO;;13201004
196014;35130709;252371000000;ETB SANTOS DUMONT ESCOLA TECNICA;JUNDIAI;SP;Particular;AVENIDA DR. CAVALCANTI;1054;CENTRO;;13201480
196022;35290981;8002620000000;CRISTAO DE JUNDIAI CCJ COLEGIO;JUNDIAI;SP;Particular;ANCHIETA;313;CENTRO;;13201804
196059;35448758;11310100000000;CUIDADO TOTAL ESCOLA INFANTIL;JUNDIAI;SP;Particular;INGLATERRA;30;JARDIM CICA;;13206820
